12S_seq_number	AHi_12S_5.C2.S1540.L007	AHi_12S_8.C4.S900.L007	AHi_12S_AN1H.S1214.L007	AHi_12S_AN2C.S1215.L007	AHi_12S_ANB2.S1217.L007	AHi_12S_C1g.S885.L007	count	forward	reverse	merged	sumtax
reverse_12S_273	22	5	0	0	1	19	47		reverse		
reverse_12S_274	21	11	0	0	0	15	47		reverse		
reverse_12S_275	16	4	0	0	0	27	47		reverse		
reverse_12S_276	16	1	0	0	0	30	47		reverse		
reverse_12S_277	10	13	0	0	0	24	47		reverse		
reverse_12S_278	9	3	0	0	0	35	47		reverse		
reverse_12S_279	7	25	0	0	1	14	47		reverse		
forward_12S_4	0	0	0	0	45	1	46	forward			
merged_12S_93	46	0	0	0	0	0	46			merged	Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus psittacus
merged_12S_94	0	14	15	0	17	0	46			merged	Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
merged_12S_95	0	0	0	0	46	0	46			merged	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus nigrofuscus
reverse_12S_280	37	4	0	0	0	5	46		reverse		
reverse_12S_281	27	11	0	0	0	8	46		reverse		
reverse_12S_282	14	4	0	0	0	28	46		reverse		
reverse_12S_283	13	10	0	0	0	23	46		reverse		
reverse_12S_284	4	8	0	0	0	34	46		reverse		
merged_12S_96	45	0	0	0	0	0	45			merged	Chordata;Actinopteri;Tetraodontiformes;Balistidae;Odonus;Odonus niger
reverse_12S_285	34	8	0	0	0	3	45		reverse		
reverse_12S_286	33	5	0	0	1	6	45		reverse		
reverse_12S_287	23	7	0	0	0	15	45		reverse		
reverse_12S_288	44	0	0	0	0	0	44		reverse		
reverse_12S_289	4	9	0	0	0	31	44		reverse		
forward_12S_5	0	1	26	0	16	0	43	forward			Chordata;Actinopteri;;;;
reverse_12S_290	43	0	0	0	0	0	43		reverse		
reverse_12S_291	41	2	0	0	0	0	43		reverse		
reverse_12S_292	23	9	0	0	0	11	43		reverse		
reverse_12S_293	22	4	0	0	0	17	43		reverse		
reverse_12S_294	14	11	0	0	0	18	43		reverse		
merged_12S_97	42	0	0	0	0	0	42			merged	Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Zebrasoma;Zebrasoma flavescens
merged_12S_98	0	0	0	0	42	0	42			merged	Chordata;Actinopteri;;;;
reverse_12S_295	42	0	0	0	0	0	42		reverse		
reverse_12S_296	36	4	0	0	0	2	42		reverse		
reverse_12S_297	19	6	0	0	0	17	42		reverse		
reverse_12S_298	18	8	0	0	0	16	42		reverse		
reverse_12S_299	15	5	0	0	0	22	42		reverse		
reverse_12S_300	13	6	0	0	0	23	42		reverse		
reverse_12S_301	10	13	0	0	0	19	42		reverse		
reverse_12S_302	10	3	0	0	0	29	42		reverse		
reverse_12S_303	9	6	0	0	0	27	42		reverse		
reverse_12S_304	6	16	0	0	0	20	42		reverse		
reverse_12S_305	3	2	0	0	0	37	42		reverse		
reverse_12S_306	41	0	0	0	0	0	41		reverse		
reverse_12S_307	39	2	0	0	0	0	41		reverse		
reverse_12S_308	27	2	0	0	0	12	41		reverse		
reverse_12S_309	25	6	0	0	0	10	41		reverse		
reverse_12S_310	22	10	0	0	0	9	41		reverse		
reverse_12S_311	15	2	0	0	0	24	41		reverse		
reverse_12S_312	8	7	0	0	0	26	41		reverse		
reverse_12S_313	8	16	0	0	0	17	41		reverse		
reverse_12S_314	7	0	0	0	0	34	41		reverse		
reverse_12S_315	4	1	0	0	0	36	41		reverse		
reverse_12S_316	40	0	0	0	0	0	40		reverse		
reverse_12S_317	38	0	0	0	1	1	40		reverse		
reverse_12S_318	31	0	0	0	0	9	40		reverse		
reverse_12S_319	24	8	0	0	1	7	40		reverse		
reverse_12S_320	21	5	0	0	0	14	40		reverse		
reverse_12S_321	10	12	0	0	0	18	40		reverse		
reverse_12S_322	9	5	0	0	0	26	40		reverse		
reverse_12S_323	7	1	0	0	0	32	40		reverse		
reverse_12S_324	3	5	0	0	0	32	40		reverse		
reverse_12S_325	1	8	0	0	0	31	40		reverse		
merged_12S_99	12	11	0	0	16	0	39			merged	Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax unicolor
merged_12S_100	0	0	0	39	0	0	39			merged	Chordata;Actinopteri;Myctophiformes;Myctophidae;Stenobrachius;Stenobrachius leucopsarus
merged_12S_101	0	0	0	0	39	0	39			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_326	39	0	0	0	0	0	39		reverse		
reverse_12S_327	38	1	0	0	0	0	39		reverse		
reverse_12S_328	37	2	0	0	0	0	39		reverse		
reverse_12S_329	30	3	0	0	1	5	39		reverse		
reverse_12S_330	19	4	0	0	0	16	39		reverse		
reverse_12S_331	12	7	0	0	0	20	39		reverse		
reverse_12S_332	4	0	0	0	0	35	39		reverse		
merged_12S_102	0	38	0	0	0	0	38			merged	Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni
reverse_12S_333	22	3	0	0	2	11	38		reverse		
reverse_12S_334	21	5	0	0	1	11	38		reverse		
reverse_12S_335	21	5	0	0	0	12	38		reverse		
reverse_12S_336	16	5	0	0	0	17	38		reverse		
reverse_12S_337	14	3	0	0	0	21	38		reverse		
reverse_12S_338	9	0	0	0	0	29	38		reverse		
reverse_12S_339	8	14	0	0	0	16	38		reverse		
reverse_12S_340	7	12	0	0	0	19	38		reverse		
reverse_12S_341	7	3	0	0	0	28	38		reverse		
merged_12S_103	0	37	0	0	0	0	37			merged	Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;
merged_12S_104	0	0	0	0	37	0	37			merged	Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_12S_342	33	2	0	0	0	2	37		reverse		
reverse_12S_343	11	4	0	0	0	22	37		reverse		
reverse_12S_344	11	5	0	0	0	21	37		reverse		
reverse_12S_345	4	1	0	0	0	32	37		reverse		
reverse_12S_346	3	4	0	0	1	29	37		reverse		
forward_12S_6	0	0	16	3	17	0	36	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialu;Medialuna californiensis
merged_12S_105	7	0	0	0	29	0	36			merged	Chordata;Actinopteri;Blenniiformes;Blenniidae;Cirripectes;
reverse_12S_347	36	0	0	0	0	0	36		reverse		
reverse_12S_348	33	1	0	0	0	2	36		reverse		
reverse_12S_349	23	2	0	0	0	11	36		reverse		
reverse_12S_350	23	5	0	0	0	8	36		reverse		
reverse_12S_351	14	6	0	0	0	16	36		reverse		
reverse_12S_352	14	2	0	0	0	20	36		reverse		
reverse_12S_353	13	0	0	0	0	23	36		reverse		
reverse_12S_354	12	9	0	0	0	15	36		reverse		
reverse_12S_355	10	10	0	0	0	16	36		reverse		
reverse_12S_356	8	11	0	0	0	17	36		reverse		
reverse_12S_357	7	0	0	0	0	29	36		reverse		
reverse_12S_358	6	11	0	0	0	19	36		reverse		
reverse_12S_359	2	16	0	0	0	18	36		reverse		
forward_12S_7	0	0	30	5	0	0	35	forward			
reverse_12S_360	29	1	0	0	0	5	35		reverse		
reverse_12S_361	19	2	0	0	0	14	35		reverse		
reverse_12S_362	15	0	0	0	0	20	35		reverse		
reverse_12S_363	14	1	0	0	0	20	35		reverse		
reverse_12S_364	11	7	0	0	0	17	35		reverse		
reverse_12S_365	10	1	0	0	0	24	35		reverse		
reverse_12S_366	5	1	0	0	1	28	35		reverse		
reverse_12S_367	4	0	0	0	0	31	35		reverse		
reverse_12S_368	4	7	0	0	0	24	35		reverse		
forward_12S_8	0	1	10	12	11	0	34	forward			Chordata;Actinopteri;;;;
merged_12S_106	34	0	0	0	0	0	34			merged	Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma hardwicke
reverse_12S_369	24	7	0	0	0	3	34		reverse		
reverse_12S_370	20	5	0	0	0	9	34		reverse		
reverse_12S_371	17	1	0	0	0	16	34		reverse		
reverse_12S_372	16	6	0	0	0	12	34		reverse		
reverse_12S_373	15	9	0	0	0	10	34		reverse		
reverse_12S_374	15	4	0	0	0	15	34		reverse		
reverse_12S_375	8	8	0	0	0	18	34		reverse		
reverse_12S_376	7	14	0	0	0	13	34		reverse		
reverse_12S_377	7	4	0	0	0	23	34		reverse		
reverse_12S_378	6	2	0	0	0	26	34		reverse		
reverse_12S_379	5	10	0	0	0	19	34		reverse		
reverse_12S_380	4	2	0	0	0	28	34		reverse		
merged_12S_107	33	0	0	0	0	0	33			merged	Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus frenatus
reverse_12S_381	28	1	0	0	0	4	33		reverse		
reverse_12S_382	27	6	0	0	0	0	33		reverse		
reverse_12S_383	17	0	0	0	0	16	33		reverse		
reverse_12S_384	10	12	0	0	0	11	33		reverse		
reverse_12S_385	7	9	0	0	0	17	33		reverse		
reverse_12S_386	7	8	0	0	0	18	33		reverse		
reverse_12S_387	7	9	0	0	0	17	33		reverse		
reverse_12S_388	6	19	0	0	0	8	33		reverse		
forward_12S_9	1	0	1	0	28	2	32	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_12S_108	0	0	8	0	24	0	32			merged	Chordata;Actinopteri;Blenniiformes;Blenniidae;Cirripectes;Cirripectes imitator
reverse_12S_389	16	1	0	0	0	15	32		reverse		
reverse_12S_390	7	4	0	0	0	21	32		reverse		
reverse_12S_391	5	0	0	0	0	27	32		reverse		
reverse_12S_392	5	0	0	0	0	27	32		reverse		
reverse_12S_393	5	5	0	0	0	22	32		reverse		
reverse_12S_394	3	2	0	0	0	27	32		reverse		
reverse_12S_395	3	6	0	0	0	23	32		reverse		
merged_12S_109	31	0	0	0	0	0	31			merged	Chordata;Actinopteri;Ephippiformes;Ephippidae;Platax;Platax orbicularis
merged_12S_110	0	0	6	0	25	0	31			merged	Chordata;Actinopteri;;Pomacentridae;Pomachromis;Pomachromis richardsoni
reverse_12S_396	31	0	0	0	0	0	31		reverse		
reverse_12S_397	30	0	0	0	1	0	31		reverse		
reverse_12S_398	30	0	0	0	0	1	31		reverse		
reverse_12S_399	21	0	0	0	0	10	31		reverse		
reverse_12S_400	20	0	0	0	0	11	31		reverse		
reverse_12S_401	16	3	0	0	0	12	31		reverse		
reverse_12S_402	12	5	0	0	0	14	31		reverse		
reverse_12S_403	9	1	0	0	0	21	31		reverse		
reverse_12S_404	8	4	0	0	0	19	31		reverse		
reverse_12S_405	6	7	0	0	0	18	31		reverse		
reverse_12S_406	6	7	0	0	0	18	31		reverse		
reverse_12S_407	29	0	0	0	0	1	30		reverse		
reverse_12S_408	28	1	0	0	0	1	30		reverse		
reverse_12S_409	25	2	0	0	0	3	30		reverse		
reverse_12S_410	24	6	0	0	0	0	30		reverse		
reverse_12S_411	18	3	0	0	0	9	30		reverse		
reverse_12S_412	13	3	0	0	0	14	30		reverse		
reverse_12S_413	10	0	0	0	0	20	30		reverse		
reverse_12S_414	9	7	0	0	0	14	30		reverse		
reverse_12S_415	7	0	0	0	0	23	30		reverse		
reverse_12S_416	6	2	0	0	0	22	30		reverse		
reverse_12S_417	0	0	0	0	0	30	30		reverse		
merged_12S_111	29	0	0	0	0	0	29			merged	Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus melanopterus
reverse_12S_418	28	1	0	0	0	0	29		reverse		
reverse_12S_419	28	1	0	0	0	0	29		reverse		
reverse_12S_420	25	2	0	0	0	2	29		reverse		
reverse_12S_421	22	4	0	0	0	3	29		reverse		
reverse_12S_422	14	7	0	0	0	8	29		reverse		
reverse_12S_423	12	2	0	0	0	15	29		reverse		
reverse_12S_424	9	3	0	0	0	17	29		reverse		
reverse_12S_425	4	11	0	0	0	14	29		reverse		
reverse_12S_426	0	19	0	0	0	10	29		reverse		
merged_12S_112	28	0	0	0	0	0	28			merged	Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Pterocaesio;Pterocaesio tile
merged_12S_113	0	0	0	0	28	0	28			merged	Chordata;Actinopteri;Labriformes;Labridae;Scarus;
reverse_12S_427	28	0	0	0	0	0	28		reverse		
reverse_12S_428	28	0	0	0	0	0	28		reverse		
reverse_12S_429	28	0	0	0	0	0	28		reverse		
reverse_12S_430	19	1	0	0	0	8	28		reverse		
reverse_12S_431	19	1	0	0	0	8	28		reverse		
reverse_12S_432	18	2	0	0	0	8	28		reverse		
reverse_12S_433	16	2	0	0	0	10	28		reverse		
reverse_12S_434	16	1	0	0	0	11	28		reverse		
reverse_12S_435	14	3	0	0	0	11	28		reverse		
reverse_12S_436	14	4	0	0	0	10	28		reverse		
reverse_12S_437	11	5	0	0	0	12	28		reverse		
reverse_12S_438	11	2	0	0	0	15	28		reverse		
reverse_12S_439	10	2	0	0	0	16	28		reverse		
reverse_12S_440	8	0	0	0	0	20	28		reverse		
reverse_12S_441	8	3	0	0	0	17	28		reverse		
reverse_12S_442	6	0	0	0	1	21	28		reverse		
forward_12S_10	0	0	16	11	0	0	27	forward			
forward_12S_11	0	0	6	10	11	0	27	forward			Chordata;Actinopteri;;;;
merged_12S_114	0	0	22	0	5	0	27			merged	
merged_12S_115	0	0	0	0	27	0	27			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_443	27	0	0	0	0	0	27		reverse		
reverse_12S_444	27	0	0	0	0	0	27		reverse		
reverse_12S_445	27	0	0	0	0	0	27		reverse		
reverse_12S_446	13	1	0	0	0	13	27		reverse		
reverse_12S_447	13	6	0	0	0	8	27		reverse		
reverse_12S_448	10	10	0	0	0	7	27		reverse		
reverse_12S_449	9	12	0	0	0	6	27		reverse		
reverse_12S_450	9	0	0	0	1	17	27		reverse		
reverse_12S_451	7	6	0	0	0	14	27		reverse		
reverse_12S_452	6	10	0	0	0	11	27		reverse		
reverse_12S_453	4	2	0	0	0	21	27		reverse		
reverse_12S_454	3	1	0	0	0	23	27		reverse		
forward_12S_12	0	0	24	2	0	0	26	forward			
forward_12S_13	0	0	13	0	13	0	26	forward			Chordata;Actinopteri;;;;
forward_12S_14	0	0	12	5	8	1	26	forward			Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;
forward_12S_15	0	0	2	19	4	1	26	forward			Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_12S_16	0	0	1	0	25	0	26	forward			Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax
reverse_12S_455	23	2	0	0	0	1	26		reverse		
reverse_12S_456	22	0	0	0	0	4	26		reverse		
reverse_12S_457	16	7	0	0	0	3	26		reverse		
reverse_12S_458	13	3	0	0	1	9	26		reverse		
reverse_12S_459	12	6	0	0	0	8	26		reverse		
reverse_12S_460	12	1	0	0	0	13	26		reverse		
reverse_12S_461	11	6	0	0	0	9	26		reverse		
reverse_12S_462	10	16	0	0	0	0	26		reverse		
reverse_12S_463	9	1	0	0	0	16	26		reverse		
reverse_12S_464	9	10	0	0	0	7	26		reverse		
reverse_12S_465	8	9	0	0	0	9	26		reverse		
reverse_12S_466	5	0	0	0	0	21	26		reverse		
reverse_12S_467	4	11	0	0	0	11	26		reverse		
reverse_12S_468	3	11	0	0	0	12	26		reverse		
reverse_12S_469	2	6	0	0	0	18	26		reverse		
forward_12S_17	0	0	25	0	0	0	25	forward			Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;
merged_12S_116	25	0	0	0	0	0	25			merged	Chordata;Actinopteri;Labriformes;Labridae;;
reverse_12S_470	25	0	0	0	0	0	25		reverse		
reverse_12S_471	24	1	0	0	0	0	25		reverse		
reverse_12S_472	19	1	0	0	0	5	25		reverse		
reverse_12S_473	18	2	0	0	0	5	25		reverse		
reverse_12S_474	18	3	0	0	0	4	25		reverse		
reverse_12S_475	14	6	0	0	0	5	25		reverse		
reverse_12S_476	13	8	1	0	0	3	25		reverse		
reverse_12S_477	12	1	0	0	0	12	25		reverse		
reverse_12S_478	12	7	0	0	0	6	25		reverse		
reverse_12S_479	12	3	0	0	0	10	25		reverse		
reverse_12S_480	11	0	0	0	0	14	25		reverse		
reverse_12S_481	10	7	0	0	0	8	25		reverse		
reverse_12S_482	5	14	0	0	0	6	25		reverse		
reverse_12S_483	5	0	0	0	0	20	25		reverse		
reverse_12S_484	4	0	0	0	0	21	25		reverse		
reverse_12S_485	4	13	0	0	0	8	25		reverse		
reverse_12S_486	1	3	0	0	0	21	25		reverse		
reverse_12S_487	1	0	0	0	0	24	25		reverse		
forward_12S_18	0	0	3	18	3	0	24	forward			Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
merged_12S_117	0	24	0	0	0	0	24			merged	Chordata;Actinopteri;;;;
merged_12S_118	0	0	0	0	16	8	24			merged	Chordata;Actinopteri;Beloniformes;Exocoetidae;;
reverse_12S_488	24	0	0	0	0	0	24		reverse		
reverse_12S_489	23	0	0	0	0	1	24		reverse		
reverse_12S_490	22	0	0	0	0	2	24		reverse		
reverse_12S_491	18	2	0	0	0	4	24		reverse		
reverse_12S_492	14	3	0	0	0	7	24		reverse		
reverse_12S_493	13	2	0	0	0	9	24		reverse		
reverse_12S_494	12	2	0	0	0	10	24		reverse		
reverse_12S_495	11	1	0	0	0	12	24		reverse		
reverse_12S_496	10	2	0	0	0	12	24		reverse		
reverse_12S_497	9	3	0	0	0	12	24		reverse		
reverse_12S_498	9	0	0	0	0	15	24		reverse		
reverse_12S_499	9	0	0	0	0	15	24		reverse		
reverse_12S_500	8	3	0	0	0	13	24		reverse		
reverse_12S_501	8	0	0	0	0	16	24		reverse		
reverse_12S_502	8	2	0	0	0	14	24		reverse		
reverse_12S_503	7	10	0	0	0	7	24		reverse		
reverse_12S_504	7	0	0	0	0	17	24		reverse		
reverse_12S_505	5	6	0	0	0	13	24		reverse		
reverse_12S_506	5	1	0	0	0	18	24		reverse		
reverse_12S_507	4	0	0	0	0	20	24		reverse		
reverse_12S_508	4	9	0	0	0	11	24		reverse		
reverse_12S_509	3	7	0	0	0	14	24		reverse		
reverse_12S_510	2	8	0	0	0	14	24		reverse		
reverse_12S_511	0	0	0	0	0	24	24		reverse		
merged_12S_119	0	0	11	0	12	0	23			merged	Chordata;Actinopteri;Labriformes;Labridae;Coris;Coris gaimard
reverse_12S_512	17	2	0	0	0	4	23		reverse		
reverse_12S_513	14	4	0	0	0	5	23		reverse		
reverse_12S_514	12	1	0	0	0	10	23		reverse		
reverse_12S_515	11	0	0	0	0	12	23		reverse		
reverse_12S_516	11	1	0	0	0	11	23		reverse		
reverse_12S_517	10	1	0	0	0	12	23		reverse		
reverse_12S_518	9	7	0	0	0	7	23		reverse		
reverse_12S_519	9	3	0	0	0	11	23		reverse		
reverse_12S_520	8	10	0	0	0	5	23		reverse		
reverse_12S_521	7	2	0	0	0	14	23		reverse		
reverse_12S_522	6	2	0	0	0	15	23		reverse		
reverse_12S_523	5	6	0	0	0	12	23		reverse		
reverse_12S_524	4	4	0	0	0	15	23		reverse		
reverse_12S_525	3	1	0	0	0	19	23		reverse		
reverse_12S_526	3	0	0	0	0	20	23		reverse		
reverse_12S_527	2	16	0	0	0	5	23		reverse		
reverse_12S_528	1	13	0	0	1	8	23		reverse		
merged_12S_120	0	0	22	0	0	0	22			merged	Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma quinquevittatum
reverse_12S_529	22	0	0	0	0	0	22		reverse		
reverse_12S_530	21	1	0	0	0	0	22		reverse		
reverse_12S_531	21	1	0	0	0	0	22		reverse		
reverse_12S_532	19	2	0	0	0	1	22		reverse		
reverse_12S_533	19	0	0	0	0	3	22		reverse		
reverse_12S_534	16	4	0	0	0	2	22		reverse		
reverse_12S_535	16	4	0	0	0	2	22		reverse		
reverse_12S_536	15	5	0	0	0	2	22		reverse		
reverse_12S_537	13	3	0	0	0	6	22		reverse		
reverse_12S_538	11	1	0	0	0	10	22		reverse		
reverse_12S_539	10	7	0	0	0	5	22		reverse		
reverse_12S_540	8	1	0	0	0	13	22		reverse		
reverse_12S_541	7	1	0	0	0	14	22		reverse		
reverse_12S_542	6	1	0	0	0	15	22		reverse		
reverse_12S_543	5	5	0	0	0	12	22		reverse		
reverse_12S_544	5	6	0	0	0	11	22		reverse		
reverse_12S_545	4	4	0	0	0	14	22		reverse		
reverse_12S_546	4	3	0	0	0	15	22		reverse		
reverse_12S_547	1	3	0	0	0	18	22		reverse		
reverse_12S_548	1	2	0	0	0	19	22		reverse		
forward_12S_19	0	0	2	1	18	0	21	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_549	21	0	0	0	0	0	21		reverse		
reverse_12S_550	21	0	0	0	0	0	21		reverse		
reverse_12S_551	21	0	0	0	0	0	21		reverse		
reverse_12S_552	19	2	0	0	0	0	21		reverse		
reverse_12S_553	18	1	0	0	1	1	21		reverse		
reverse_12S_554	16	3	0	0	0	2	21		reverse		
reverse_12S_555	12	2	0	0	0	7	21		reverse		
reverse_12S_556	9	5	0	0	0	7	21		reverse		
reverse_12S_557	9	1	0	0	0	11	21		reverse		
reverse_12S_558	9	0	0	0	0	12	21		reverse		
reverse_12S_559	8	8	0	0	0	5	21		reverse		
reverse_12S_560	8	0	0	0	0	13	21		reverse		
reverse_12S_561	8	3	0	0	0	10	21		reverse		
reverse_12S_562	4	4	0	0	0	13	21		reverse		
reverse_12S_563	4	10	0	0	0	7	21		reverse		
reverse_12S_564	2	7	0	0	0	12	21		reverse		
reverse_12S_565	2	0	0	0	0	19	21		reverse		
reverse_12S_566	1	1	0	0	0	19	21		reverse		
forward_12S_20	1	0	3	4	12	0	20	forward			
forward_12S_21	0	0	20	0	0	0	20	forward			
forward_12S_22	0	0	0	0	20	0	20	forward			Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
merged_12S_121	20	0	0	0	0	0	20			merged	Chordata;Actinopteri;Labriformes;Labridae;Anampses;Anampses twistii
merged_12S_122	0	0	8	0	12	0	20			merged	
reverse_12S_567	17	0	0	0	0	3	20		reverse		
reverse_12S_568	15	2	0	0	1	2	20		reverse		
reverse_12S_569	14	0	0	0	0	6	20		reverse		
reverse_12S_570	11	1	0	0	0	8	20		reverse		
reverse_12S_571	11	1	0	0	0	8	20		reverse		
reverse_12S_572	10	1	0	0	1	8	20		reverse		
reverse_12S_573	10	1	0	0	0	9	20		reverse		
reverse_12S_574	10	3	0	0	0	7	20		reverse		
reverse_12S_575	9	2	0	0	0	9	20		reverse		
reverse_12S_576	9	2	0	0	0	9	20		reverse		
reverse_12S_577	8	0	0	0	0	12	20		reverse		
reverse_12S_578	8	1	0	0	0	11	20		reverse		
reverse_12S_579	8	4	0	0	0	8	20		reverse		
reverse_12S_580	6	11	0	0	0	3	20		reverse		
reverse_12S_581	6	2	0	0	0	12	20		reverse		
reverse_12S_582	5	2	0	0	0	13	20		reverse		
reverse_12S_583	4	1	0	0	0	15	20		reverse		
reverse_12S_584	4	1	0	0	0	15	20		reverse		
reverse_12S_585	4	4	0	0	0	12	20		reverse		
reverse_12S_586	4	0	0	0	0	16	20		reverse		
reverse_12S_587	3	4	0	0	0	13	20		reverse		
reverse_12S_588	3	6	0	0	0	11	20		reverse		
reverse_12S_589	3	1	0	0	0	16	20		reverse		
reverse_12S_590	3	8	0	0	0	9	20		reverse		
reverse_12S_591	2	2	0	0	0	16	20		reverse		
reverse_12S_592	1	8	0	0	0	11	20		reverse		
reverse_12S_593	1	4	0	0	0	15	20		reverse		
reverse_12S_594	0	5	0	0	0	15	20		reverse		
merged_12S_123	0	19	0	0	0	0	19			merged	Chordata;Actinopteri;Myctophiformes;Myctophidae;Triphoturus;Triphoturus mexicanus
merged_12S_124	0	0	0	15	4	0	19			merged	
merged_12S_125	0	0	0	0	19	0	19			merged	Chordata;Actinopteri;;Embiotocidae;Brachyistius;Brachyistius frenatus
reverse_12S_595	19	0	0	0	0	0	19		reverse		
reverse_12S_596	17	1	0	0	0	1	19		reverse		
reverse_12S_597	11	4	0	0	0	4	19		reverse		
reverse_12S_598	11	0	0	0	0	8	19		reverse		
reverse_12S_599	11	3	0	0	0	5	19		reverse		
reverse_12S_600	10	1	0	0	0	8	19		reverse		
reverse_12S_601	9	1	0	0	0	9	19		reverse		
reverse_12S_602	9	0	0	0	0	10	19		reverse		
reverse_12S_603	7	3	0	0	0	9	19		reverse		
reverse_12S_604	6	6	0	0	0	7	19		reverse		
reverse_12S_605	6	1	0	0	1	11	19		reverse		
reverse_12S_606	6	6	0	0	0	7	19		reverse		
reverse_12S_607	5	1	0	0	0	13	19		reverse		
reverse_12S_608	5	0	0	0	0	14	19		reverse		
reverse_12S_609	5	6	0	0	0	8	19		reverse		
reverse_12S_610	5	1	0	0	0	13	19		reverse		
reverse_12S_611	4	3	0	0	0	12	19		reverse		
reverse_12S_612	3	1	0	0	0	15	19		reverse		
reverse_12S_613	3	5	0	0	0	11	19		reverse		
reverse_12S_614	0	0	0	0	0	19	19		reverse		
reverse_12S_615	0	0	0	0	0	19	19		reverse		
forward_12S_23	0	0	3	1	14	0	18	forward			
merged_12S_126	18	0	0	0	0	0	18			merged	Chordata;Actinopteri;Gobiiformes;Gobiidae;Cabillus;Cabillus sp. CBM:ZF:12221
merged_12S_127	15	0	3	0	0	0	18			merged	Chordata;Actinopteri;;Pomacanthidae;Centropyge;
reverse_12S_616	18	0	0	0	0	0	18		reverse		
reverse_12S_617	18	0	0	0	0	0	18		reverse		
reverse_12S_618	17	1	0	0	0	0	18		reverse		
reverse_12S_619	16	1	0	0	0	1	18		reverse		
reverse_12S_620	16	0	0	0	0	2	18		reverse		
reverse_12S_621	14	0	0	0	0	4	18		reverse		
reverse_12S_622	13	1	0	0	0	4	18		reverse		
reverse_12S_623	12	4	0	0	0	2	18		reverse		
reverse_12S_624	12	3	0	0	0	3	18		reverse		
reverse_12S_625	11	7	0	0	0	0	18		reverse		
reverse_12S_626	11	3	0	0	0	4	18		reverse		
reverse_12S_627	10	1	0	0	0	7	18		reverse		
reverse_12S_628	10	5	0	0	0	3	18		reverse		
reverse_12S_629	10	1	0	0	0	7	18		reverse		
reverse_12S_630	7	0	0	0	0	11	18		reverse		
reverse_12S_631	6	5	0	0	0	7	18		reverse		
reverse_12S_632	5	2	0	0	0	11	18		reverse		
reverse_12S_633	4	3	0	0	0	11	18		reverse		
reverse_12S_634	4	4	0	0	0	10	18		reverse		
reverse_12S_635	4	7	0	0	2	5	18		reverse		
reverse_12S_636	4	2	0	0	0	12	18		reverse		
reverse_12S_637	4	0	0	0	0	14	18		reverse		
reverse_12S_638	3	1	0	0	0	14	18		reverse		
reverse_12S_639	2	2	0	0	0	14	18		reverse		
reverse_12S_640	1	1	0	0	0	16	18		reverse		
reverse_12S_641	1	0	0	0	0	17	18		reverse		
reverse_12S_642	1	1	0	0	0	16	18		reverse		
merged_12S_128	0	0	0	17	0	0	17			merged	Chordata;Actinopteri;Scombriformes;Scombridae;Sarda;Sarda chiliensis
merged_12S_129	0	0	0	0	17	0	17			merged	
merged_12S_130	0	0	0	0	17	0	17			merged	Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
reverse_12S_643	17	0	0	0	0	0	17		reverse		
reverse_12S_644	17	0	0	0	0	0	17		reverse		
reverse_12S_645	17	0	0	0	0	0	17		reverse		
reverse_12S_646	15	0	0	0	0	2	17		reverse		
reverse_12S_647	13	2	2	0	0	0	17		reverse		
reverse_12S_648	12	0	0	0	0	5	17		reverse		
reverse_12S_649	9	1	0	0	0	7	17		reverse		
reverse_12S_650	9	0	0	0	0	8	17		reverse		
reverse_12S_651	8	0	0	0	0	9	17		reverse		
reverse_12S_652	7	0	0	0	1	9	17		reverse		
