12S_seq_number	SkHi_12S_5.C2.S1540.L007	SkHi12S_8.C4.S900.L007	SkHi12S_AN1H.S1214.L007	SkHi12S_AN2C.S1215.L007	SkHi12S_ANB2.S1217.L007	SkHi12S_C1g.S885.L007	Forward	reverse	merged	sumtax Confidence
reverse_12S_4284	0	0	0	0	0	2		reverse		Chordata	0.996268787
reverse_12S_4285	0	0	0	0	0	2		reverse		Chordata	0.996603439
reverse_12S_4286	0	0	0	0	0	2		reverse		Chordata	0.996375645
reverse_12S_4287	0	0	0	0	0	2		reverse		Chordata	0.996546358
reverse_12S_4288	0	0	0	0	0	2		reverse		Chordata	0.996523113
reverse_12S_4289	0	0	0	0	0	2		reverse		Chordata	0.996063711
reverse_12S_429	28	0	0	0	0	0		reverse		Chordata	0.996335542
reverse_12S_4290	0	0	0	0	0	2		reverse		Chordata	0.996373472
reverse_12S_4291	0	0	0	0	0	2		reverse		Chordata	0.996265611
reverse_12S_4292	0	0	0	0	0	2		reverse		Chordata	0.996275542
reverse_12S_4293	0	0	0	0	0	2		reverse		Chordata	0.996586444
reverse_12S_4294	0	0	0	0	0	2		reverse		Chordata	0.996842359
reverse_12S_4295	0	0	0	0	0	2		reverse		Chordata	0.997113326
reverse_12S_4296	0	0	0	0	0	2		reverse		Chordata	0.996498324
reverse_12S_4297	0	0	0	0	0	2		reverse		Chordata	0.996226654
reverse_12S_4298	0	0	0	0	0	2		reverse		Chordata	0.99662639
reverse_12S_4299	0	0	0	0	0	2		reverse		Chordata	0.996729654
reverse_12S_43	45	25	0	0	0	232		reverse		Chordata	0.996294058
reverse_12S_430	19	1	0	0	0	8		reverse		Chordata	0.995814038
reverse_12S_4300	0	0	0	0	0	2		reverse		Chordata	0.996648279
reverse_12S_4301	0	0	0	0	0	2		reverse		Chordata	0.996259896
reverse_12S_4302	0	0	0	0	0	2		reverse		Chordata	0.996428211
reverse_12S_4303	0	0	0	0	0	2		reverse		Chordata	0.996563655
reverse_12S_4304	0	0	0	0	0	2		reverse		Chordata	0.996559836
reverse_12S_4305	0	0	0	0	0	2		reverse		Chordata	0.996742916
reverse_12S_4306	0	0	0	0	0	2		reverse		Chordata	0.996269889
reverse_12S_4307	0	0	0	0	0	2		reverse		Chordata	0.996517346
reverse_12S_4308	0	0	0	0	0	2		reverse		Chordata	0.996440815
reverse_12S_4309	0	0	0	0	0	2		reverse		Chordata	0.997099736
reverse_12S_431	19	1	0	0	0	8		reverse		Chordata	0.996102204
reverse_12S_4310	0	0	0	0	0	2		reverse		Chordata	0.996256043
reverse_12S_4311	0	0	0	0	0	2		reverse		Chordata	0.99599305
reverse_12S_4312	0	0	0	0	0	2		reverse		Chordata	0.996713778
reverse_12S_4313	0	0	0	0	0	2		reverse		Chordata	0.996908381
reverse_12S_4314	0	0	0	0	0	2		reverse		Chordata	0.996973922
reverse_12S_4315	0	0	0	0	0	2		reverse		Chordata	0.996422479
reverse_12S_4316	0	0	0	0	0	2		reverse		Chordata	0.996905915
reverse_12S_4317	0	0	0	0	0	2		reverse		Chordata	0.997118045
reverse_12S_4318	0	0	0	0	0	2		reverse		Chordata	0.996638454
reverse_12S_4319	0	0	0	0	0	2		reverse		Chordata	0.996399701
reverse_12S_432	18	2	0	0	0	8		reverse		Chordata	0.996388654
reverse_12S_4320	0	0	0	0	0	2		reverse		Chordata	0.996559976
reverse_12S_4321	0	0	0	0	0	2		reverse		Chordata	0.996592521
reverse_12S_4322	0	0	0	0	0	2		reverse		Chordata	0.996364306
reverse_12S_4323	0	0	0	0	0	2		reverse		Chordata	0.996332531
reverse_12S_4324	0	0	0	0	0	2		reverse		Chordata	0.996860194
reverse_12S_4325	0	0	0	0	0	2		reverse		Chordata	0.996271532
reverse_12S_4326	0	0	0	0	0	2		reverse		Chordata	0.996559561
reverse_12S_4327	0	0	0	0	0	2		reverse		Chordata	0.996730524
reverse_12S_4328	0	0	0	0	0	2		reverse		Chordata	0.996731221
reverse_12S_4329	0	0	0	0	0	2		reverse		Chordata	0.997202116
reverse_12S_433	16	2	0	0	0	10		reverse		Chordata	0.996741733
reverse_12S_4330	0	0	0	0	0	2		reverse		Chordata	0.996257646
reverse_12S_4331	0	0	0	0	0	2		reverse		Chordata	0.996374733
reverse_12S_4332	0	0	0	0	0	2		reverse		Chordata	0.996529589
reverse_12S_4333	0	0	0	0	0	2		reverse		Chordata	0.997009261
reverse_12S_4334	0	0	0	0	0	2		reverse		Chordata	0.996415862
reverse_12S_4335	0	0	0	0	0	2		reverse		Chordata	0.996285962
reverse_12S_4336	0	0	0	0	0	2		reverse		Chordata	0.996573732
reverse_12S_4337	0	0	0	0	0	2		reverse		Chordata	0.996551135
reverse_12S_4338	0	0	0	0	0	2		reverse		Chordata	0.996381777
reverse_12S_4339	0	0	0	0	0	2		reverse		Chordata	0.996620051
reverse_12S_434	16	1	0	0	0	11		reverse		Chordata	0.996511807
reverse_12S_4340	0	0	0	0	0	2		reverse		Chordata	0.996711961
reverse_12S_4341	0	0	0	0	0	2		reverse		Chordata	0.996308375
reverse_12S_4342	0	0	0	0	0	2		reverse		Chordata	0.996452148
reverse_12S_4343	0	0	0	0	0	2		reverse		Chordata	0.99568113
reverse_12S_4344	0	0	0	0	0	2		reverse		Chordata	0.996404552
reverse_12S_4345	0	0	0	0	0	2		reverse		Chordata	0.995876186
reverse_12S_4346	0	0	0	0	0	2		reverse		Chordata	0.996591962
reverse_12S_4347	0	0	0	0	0	2		reverse		Chordata	0.996416547
reverse_12S_4348	0	0	0	0	0	2		reverse		Chordata	0.996478291
reverse_12S_4349	0	0	0	0	0	2		reverse		Chordata	0.99691639
reverse_12S_435	14	3	0	0	0	11		reverse		Chordata	0.996830403
reverse_12S_4350	0	0	0	0	0	2		reverse		Chordata	0.996612043
reverse_12S_4351	0	0	0	0	0	2		reverse		Chordata	0.996874611
reverse_12S_4352	0	0	0	0	0	2		reverse		Chordata	0.995973751
reverse_12S_4353	0	0	0	0	0	2		reverse		Chordata	0.996337995
reverse_12S_4354	0	0	0	0	0	2		reverse		Chordata	0.996220685
reverse_12S_4355	0	0	0	0	0	2		reverse		Chordata	0.996539864
reverse_12S_4356	0	0	0	0	0	2		reverse		Chordata	0.996418115
reverse_12S_4357	0	0	0	0	0	2		reverse		Chordata	0.99715725
reverse_12S_4358	0	0	0	0	0	2		reverse		Chordata	0.996430069
reverse_12S_4359	0	0	0	0	0	2		reverse		Chordata	0.996248204
reverse_12S_436	14	4	0	0	0	10		reverse		Chordata	0.995818659
reverse_12S_4360	0	0	0	0	0	2		reverse		Chordata	0.996674899
reverse_12S_4361	0	0	0	0	0	2		reverse		Chordata	0.996216329
reverse_12S_4362	0	0	0	0	0	2		reverse		Chordata	0.996075749
reverse_12S_4363	0	0	0	0	0	2		reverse		Chordata	0.997061453
reverse_12S_4364	0	0	0	0	0	2		reverse		Chordata	0.99650795
reverse_12S_4365	0	0	0	0	0	2		reverse		Chordata	0.99682302
reverse_12S_4366	0	0	0	0	0	2		reverse		Chordata	0.996701192
reverse_12S_4367	0	0	0	0	0	2		reverse		Chordata	0.996767097
reverse_12S_4368	0	0	0	0	0	2		reverse		Chordata	0.996903771
reverse_12S_4369	0	0	0	0	0	2		reverse		Chordata	0.996848545
reverse_12S_437	11	5	0	0	0	12		reverse		Chordata	0.996564086
reverse_12S_4370	0	0	0	0	0	2		reverse		Chordata	0.99691359
reverse_12S_4371	0	0	0	0	0	2		reverse		Chordata	0.996329479
reverse_12S_4372	0	0	0	0	0	2		reverse		Chordata	0.99647847
reverse_12S_4373	0	0	0	0	0	2		reverse		Chordata	0.996663853
reverse_12S_4374	0	0	0	0	0	2		reverse		Chordata	0.996178391
reverse_12S_4375	0	0	0	0	0	2		reverse		Chordata	0.996799018
reverse_12S_4376	0	0	0	0	0	2		reverse		Chordata	0.996118906
reverse_12S_4377	0	0	0	0	0	2		reverse		Chordata	0.996667473
reverse_12S_4378	0	0	0	0	0	2		reverse		Chordata	0.996678105
reverse_12S_4379	0	0	0	0	0	2		reverse		Chordata	0.996909345
reverse_12S_438	11	2	0	0	0	15		reverse		Chordata	0.997116351
reverse_12S_4380	0	0	0	0	0	2		reverse		Chordata	0.99655836
reverse_12S_4381	0	0	0	0	0	2		reverse		Chordata	0.996542158
reverse_12S_4382	0	0	0	0	0	2		reverse		Chordata	0.996491123
reverse_12S_4383	0	0	0	0	0	2		reverse		Chordata	0.996676149
reverse_12S_4384	0	0	0	0	0	2		reverse		Chordata	0.996707849
reverse_12S_4385	0	0	0	0	0	2		reverse		Chordata	0.996122359
reverse_12S_4386	0	0	0	0	0	2		reverse		Chordata	0.996257336
reverse_12S_4387	0	0	0	0	0	2		reverse		Chordata	0.996667154
reverse_12S_4388	0	0	0	0	0	2		reverse		Chordata	0.99648592
reverse_12S_4389	0	0	0	0	0	2		reverse		Chordata	0.996571567
reverse_12S_439	10	2	0	0	0	16		reverse		Chordata	0.996031138
reverse_12S_4390	0	0	0	0	0	2		reverse		Chordata	0.996679608
reverse_12S_4391	0	0	0	0	0	2		reverse		Chordata	0.996444215
reverse_12S_4392	0	0	0	0	0	2		reverse		Chordata	0.996816829
reverse_12S_4393	0	0	0	0	0	2		reverse		Chordata	0.996496638
reverse_12S_4394	0	0	0	0	0	2		reverse		Chordata	0.996485663
reverse_12S_4395	0	0	0	0	0	2		reverse		Chordata	0.996445551
reverse_12S_4396	0	0	0	0	0	2		reverse		Chordata	0.996600539
reverse_12S_4397	0	0	0	0	0	2		reverse		Chordata	0.996400851
reverse_12S_4398	0	0	0	0	0	2		reverse		Chordata	0.997109145
reverse_12S_4399	0	0	0	0	0	2		reverse		Chordata	0.99748315
reverse_12S_44	290	2	0	0	0	7		reverse		Chordata	0.997490858
reverse_12S_440	8	0	0	0	0	20		reverse		Chordata	0.995659835
reverse_12S_4400	0	0	0	0	0	2		reverse		Chordata	0.997102253
reverse_12S_4401	0	0	0	0	0	2		reverse		Chordata	0.996723176
reverse_12S_4402	0	0	0	0	0	2		reverse		Chordata	0.996080381
reverse_12S_4403	0	0	0	0	0	2		reverse		Chordata	0.996297598
reverse_12S_4404	0	0	0	0	0	2		reverse		Chordata	0.996678426
reverse_12S_4405	0	0	0	0	0	2		reverse		Chordata	0.996857482
reverse_12S_4406	0	0	0	0	0	2		reverse		Chordata	0.996771826
reverse_12S_4407	0	0	0	0	0	2		reverse		Chordata	0.996866256
reverse_12S_4408	0	0	0	0	0	2		reverse		Chordata	0.996879565
reverse_12S_4409	0	0	0	0	0	2		reverse		Chordata	0.996876974
reverse_12S_441	8	3	0	0	0	17		reverse		Chordata	0.996689318
reverse_12S_4410	0	0	0	0	0	2		reverse		Chordata	0.997060823
reverse_12S_4411	0	0	0	0	0	2		reverse		Chordata	0.996394163
reverse_12S_4412	0	0	0	0	0	2		reverse		Chordata	0.995949599
reverse_12S_4413	0	0	0	0	0	2		reverse		Chordata	0.996228078
reverse_12S_4414	0	0	0	0	0	2		reverse		Chordata	0.99680757
reverse_12S_4415	0	0	0	0	0	2		reverse		Chordata	0.99593628
reverse_12S_4416	0	0	0	0	0	2		reverse		Chordata	0.996405447
reverse_12S_4417	0	0	0	0	0	2		reverse		Chordata	0.996257552
reverse_12S_4418	0	0	0	0	0	2		reverse		Chordata	0.996071587
reverse_12S_4419	0	0	0	0	0	2		reverse		Chordata	0.996745012
reverse_12S_442	6	0	0	0	1	21		reverse		Chordata	0.9965135
reverse_12S_4420	0	0	0	0	0	2		reverse		Chordata	0.996698008
reverse_12S_4421	0	0	0	0	0	2		reverse		Chordata	0.997226158
reverse_12S_4422	0	0	0	0	0	2		reverse		Chordata	0.996695248
reverse_12S_4423	0	0	0	0	0	2		reverse		Chordata	0.996612434
reverse_12S_4424	0	0	0	0	0	2		reverse		Chordata	0.996782979
reverse_12S_4425	0	0	0	0	0	2		reverse		Chordata	0.99731029
reverse_12S_4426	0	0	0	0	0	2		reverse		Chordata	0.996346443
reverse_12S_4427	0	0	0	0	0	2		reverse		Chordata	0.997069969
reverse_12S_4428	0	0	0	0	0	2		reverse		Chordata	0.996710334
reverse_12S_4429	0	0	0	0	0	2		reverse		Chordata	0.996731761
reverse_12S_443	27	0	0	0	0	0		reverse		Chordata	0.996104527
reverse_12S_4430	0	0	0	0	0	2		reverse		Chordata	0.996441252
reverse_12S_4431	0	0	0	0	0	2		reverse		Chordata	0.996273387
reverse_12S_4432	0	0	0	0	0	2		reverse		Chordata	0.996542455
reverse_12S_4433	0	0	0	0	0	2		reverse		Chordata	0.997115093
reverse_12S_4434	0	0	0	0	0	2		reverse		Chordata	0.996656982
reverse_12S_4435	0	0	0	0	0	2		reverse		Chordata	0.996812303
reverse_12S_4436	0	0	0	0	0	2		reverse		Chordata	0.996764959
reverse_12S_4437	0	0	0	0	0	2		reverse		Chordata	0.996443081
reverse_12S_4438	0	0	0	0	0	2		reverse		Chordata	0.996428353
reverse_12S_4439	0	0	0	0	0	2		reverse		Chordata	0.996221265
reverse_12S_444	27	0	0	0	0	0		reverse		Chordata	0.995937785
reverse_12S_4440	0	0	0	0	0	2		reverse		Chordata	0.996311154
reverse_12S_4441	0	0	0	0	0	2		reverse		Chordata	0.995744004
reverse_12S_4442	0	0	0	0	0	2		reverse		Chordata	0.996578948
reverse_12S_4443	0	0	0	0	0	2		reverse		Chordata	0.995886889
reverse_12S_4444	0	0	0	0	0	2		reverse		Chordata	0.996834967
reverse_12S_4445	0	0	0	0	0	2		reverse		Chordata	0.996416781
reverse_12S_4446	0	0	0	0	0	2		reverse		Chordata	0.99638732
reverse_12S_4447	0	0	0	0	0	2		reverse		Chordata	0.996121717
reverse_12S_4448	0	0	0	0	0	2		reverse		Chordata	0.997095538
reverse_12S_4449	0	0	0	0	0	2		reverse		Chordata	0.997062119
reverse_12S_445	27	0	0	0	0	0		reverse		Chordata	0.996993289
reverse_12S_4450	0	0	0	0	0	2		reverse		Chordata	0.996252159
reverse_12S_4451	0	0	0	0	0	2		reverse		Chordata	0.995795811
reverse_12S_4452	0	0	0	0	0	2		reverse		Chordata	0.996644587
reverse_12S_4453	0	0	0	0	0	2		reverse		Chordata	0.997066527
reverse_12S_4454	0	0	0	0	0	2		reverse		Chordata	0.996247632
reverse_12S_4455	0	0	0	0	0	2		reverse		Chordata	0.996983355
reverse_12S_4456	0	0	0	0	0	2		reverse		Chordata	0.996433873
reverse_12S_4457	0	0	0	0	0	2		reverse		Chordata	0.99613776
reverse_12S_4458	0	0	0	0	0	2		reverse		Chordata	0.996751874
reverse_12S_4459	0	0	0	0	0	2		reverse		Chordata	0.997010222
reverse_12S_446	13	1	0	0	0	13		reverse		Chordata	0.996535386
reverse_12S_4460	0	0	0	0	0	2		reverse		Chordata	0.996028513
reverse_12S_4461	0	0	0	0	0	2		reverse		Chordata	0.995840628
reverse_12S_4462	0	0	0	0	0	2		reverse		Chordata	0.996016107
reverse_12S_4463	0	0	0	0	0	2		reverse		Chordata	0.996095155
reverse_12S_4464	0	0	0	0	0	2		reverse		Chordata	0.997016072
reverse_12S_4465	0	0	0	0	0	2		reverse		Chordata	0.996795152
reverse_12S_4466	0	0	0	0	0	2		reverse		Chordata	0.996237081
reverse_12S_4467	0	0	0	0	0	2		reverse		Chordata	0.996304337
reverse_12S_4468	0	0	0	0	0	2		reverse		Chordata	0.996163511
reverse_12S_4469	0	0	0	0	0	2		reverse		Chordata	0.996207145
reverse_12S_447	13	6	0	0	0	8		reverse		Chordata	0.996969211
reverse_12S_4470	0	0	0	0	0	2		reverse		Chordata	0.996223418
reverse_12S_4471	0	0	0	0	0	2		reverse		Chordata	0.996145427
reverse_12S_4472	0	0	0	0	0	2		reverse		Chordata	0.996414721
reverse_12S_4473	0	0	0	0	0	2		reverse		Chordata	0.996179911
reverse_12S_4474	0	0	0	0	0	2		reverse		Chordata	0.996465188
reverse_12S_4475	0	0	0	0	0	2		reverse		Chordata	0.996272156
reverse_12S_4476	0	0	0	0	0	2		reverse		Chordata	0.996184481
reverse_12S_4477	0	0	0	0	0	2		reverse		Chordata	0.996596482
reverse_12S_4478	0	0	0	0	0	2		reverse		Chordata	0.996363303
reverse_12S_4479	0	0	0	0	0	2		reverse		Chordata	0.996193696
reverse_12S_448	10	10	0	0	0	7		reverse		Chordata	0.995718848
reverse_12S_4480	0	0	0	0	0	2		reverse		Chordata	0.996228122
reverse_12S_4481	0	0	0	0	0	2		reverse		Chordata	0.996444593
reverse_12S_4482	0	0	0	0	0	2		reverse		Chordata	0.995785839
reverse_12S_4483	0	0	0	0	0	2		reverse		Chordata	0.996026164
reverse_12S_4484	0	0	0	0	0	2		reverse		Chordata	0.996383288
reverse_12S_4485	0	0	0	0	0	2		reverse		Chordata	0.996251025
reverse_12S_4486	0	0	0	0	0	2		reverse		Chordata	0.99670338
reverse_12S_4487	0	0	0	0	0	2		reverse		Chordata	0.996458749
reverse_12S_4488	0	0	0	0	0	2		reverse		Chordata	0.996416231
reverse_12S_4489	0	0	0	0	0	2		reverse		Chordata	0.996639333
reverse_12S_449	9	12	0	0	0	6		reverse		Chordata	0.996363964
reverse_12S_4490	0	0	0	0	0	2		reverse		Chordata	0.99617106
reverse_12S_4491	0	0	0	0	0	2		reverse		Chordata	0.996468114
reverse_12S_4492	0	0	0	0	0	2		reverse		Chordata	0.996207657
reverse_12S_4493	0	0	0	0	0	2		reverse		Chordata	0.996847501
reverse_12S_4494	0	0	0	0	0	2		reverse		Chordata	0.996817517
reverse_12S_4495	0	0	0	0	0	2		reverse		Chordata	0.995687264
reverse_12S_4496	0	0	0	0	0	2		reverse		Chordata	0.995740794
reverse_12S_4497	0	0	0	0	0	2		reverse		Chordata	0.99601899
reverse_12S_4498	0	0	0	0	0	2		reverse		Chordata	0.996031046
reverse_12S_4499	0	0	0	0	0	2		reverse		Chordata	0.995899353
reverse_12S_45	273	4	0	0	1	9		reverse		Chordata	0.997188381
reverse_12S_450	9	0	0	0	1	17		reverse		Chordata	0.996767238
reverse_12S_4500	0	0	0	0	0	2		reverse		Chordata	0.996049888
reverse_12S_4501	0	0	0	0	0	2		reverse		Eukaryota	1
reverse_12S_4502	0	0	0	0	0	2		reverse		Chordata	0.996463539
reverse_12S_4503	0	0	0	0	0	2		reverse		Chordata	0.996479781
reverse_12S_4504	0	0	0	0	0	2		reverse		Chordata	0.996097509
reverse_12S_4505	0	0	0	0	0	2		reverse		Chordata	0.996066842
reverse_12S_4506	0	0	0	0	0	2		reverse		Chordata	0.996161109
reverse_12S_4507	0	0	0	0	0	2		reverse		Chordata	0.996658643
reverse_12S_4508	0	0	0	0	0	2		reverse		Chordata	0.996032764
reverse_12S_4509	0	0	0	0	0	2		reverse		Chordata	0.99587529
reverse_12S_451	7	6	0	0	0	14		reverse		Chordata	0.996247219
reverse_12S_4510	0	0	0	0	0	2		reverse		Chordata	0.99615052
reverse_12S_4511	0	0	0	0	0	2		reverse		Chordata	0.996779357
reverse_12S_4512	0	0	0	0	0	2		reverse		Chordata	0.997097377
reverse_12S_4513	0	0	0	0	0	2		reverse		Chordata	0.996971586
reverse_12S_4514	0	0	0	0	0	2		reverse		Chordata	0.997213712
reverse_12S_4515	0	0	0	0	0	2		reverse		Chordata	0.996478744
reverse_12S_4516	0	0	0	0	0	2		reverse		Chordata	0.99635942
reverse_12S_4517	0	0	0	0	0	2		reverse		Chordata	0.996967534
reverse_12S_4518	0	0	0	0	0	2		reverse		Chordata	0.996902133
reverse_12S_4519	0	0	0	0	0	2		reverse		Chordata	0.996651794
reverse_12S_452	6	10	0	0	0	11		reverse		Chordata	0.996706301
reverse_12S_4520	0	0	0	0	0	2		reverse		Chordata	0.996252745
reverse_12S_4521	0	0	0	0	0	2		reverse		Chordata	0.996628078
reverse_12S_4522	0	0	0	0	0	2		reverse		Chordata	0.996411455
reverse_12S_4523	0	0	0	0	0	2		reverse		Chordata	0.996494289
reverse_12S_4524	0	0	0	0	0	2		reverse		Chordata	0.996346356
reverse_12S_4525	0	0	0	0	0	2		reverse		Chordata	0.996661145
reverse_12S_4526	0	0	0	0	0	2		reverse		Chordata	0.996772903
reverse_12S_4527	0	0	0	0	0	2		reverse		Chordata	0.996611788
reverse_12S_4528	0	0	0	0	0	2		reverse		Chordata	0.996483243
reverse_12S_4529	0	0	0	0	0	2		reverse		Chordata	0.9964155
reverse_12S_453	4	2	0	0	0	21		reverse		Chordata	0.996251093
reverse_12S_4530	0	0	0	0	0	2		reverse		Chordata	0.996618549
reverse_12S_4531	0	0	0	0	0	2		reverse		Chordata	0.996824945
reverse_12S_4532	0	0	0	0	0	2		reverse		Chordata	0.996727676
reverse_12S_4533	0	0	0	0	0	2		reverse		Chordata	0.996597125
reverse_12S_4534	0	0	0	0	0	2		reverse		Chordata	0.996862972
reverse_12S_4535	0	0	0	0	0	2		reverse		Chordata	0.996866253
reverse_12S_4536	0	0	0	0	0	2		reverse		Chordata	0.996839001
reverse_12S_4537	0	0	0	0	0	2		reverse		Chordata	0.996829605
reverse_12S_4538	0	0	0	0	0	2		reverse		Chordata	0.996792211
reverse_12S_4539	0	0	0	0	0	2		reverse		Chordata	0.996684927
reverse_12S_454	3	1	0	0	0	23		reverse		Chordata	0.996918513
reverse_12S_4540	0	0	0	0	0	2		reverse		Chordata	0.996545464
reverse_12S_4541	0	0	0	0	0	2		reverse		Chordata	0.996543479
reverse_12S_4542	0	0	0	0	0	2		reverse		Chordata	0.996700355
reverse_12S_4543	0	0	0	0	0	2		reverse		Chordata	0.996733087
reverse_12S_4544	0	0	0	0	0	2		reverse		Chordata	0.996637667
reverse_12S_4545	0	0	0	0	0	2		reverse		Chordata	0.996369316
reverse_12S_4546	0	0	0	0	0	2		reverse		Chordata	0.996913935
reverse_12S_4547	0	0	0	0	0	2		reverse		Chordata	0.996787681
reverse_12S_4548	0	0	0	0	0	2		reverse		Chordata	0.996766269
reverse_12S_4549	0	0	0	0	0	2		reverse		Chordata	0.996660688
reverse_12S_455	23	2	0	0	0	1		reverse		Chordata	0.996869828
reverse_12S_4550	0	0	0	0	0	2		reverse		Chordata	0.996674032
reverse_12S_4551	0	0	0	0	0	2		reverse		Chordata	0.99673006
reverse_12S_4552	0	0	0	0	0	2		reverse		Chordata	0.996693711
reverse_12S_4553	0	0	0	0	0	2		reverse		Chordata	0.996515568
reverse_12S_4554	0	0	0	0	0	2		reverse		Chordata	0.996615374
reverse_12S_4555	0	0	0	0	0	2		reverse		Chordata	0.996386355
reverse_12S_4556	0	0	0	0	0	2		reverse		Chordata	0.996349908
reverse_12S_4557	0	0	0	0	0	2		reverse		Chordata	0.996539357
reverse_12S_4558	0	0	0	0	0	2		reverse		Chordata	0.996831063
reverse_12S_4559	0	0	0	0	0	2		reverse		Chordata	0.99671054
reverse_12S_456	22	0	0	0	0	4		reverse		Chordata	0.996302307
reverse_12S_4560	0	0	0	0	0	2		reverse		Chordata	0.996707024
reverse_12S_4561	0	0	0	0	0	2		reverse		Chordata	0.996636131
reverse_12S_4562	0	0	0	0	0	2		reverse		Chordata	0.996550187
reverse_12S_4563	0	0	0	0	0	2		reverse		Chordata	0.996814398
reverse_12S_4564	0	0	0	0	0	2		reverse		Chordata	0.996529179
reverse_12S_4565	0	0	0	0	0	2		reverse		Chordata	0.997007334
reverse_12S_4566	0	0	0	0	0	2		reverse		Chordata	0.996902685
reverse_12S_4567	0	0	0	0	0	2		reverse		Chordata	0.996615043
reverse_12S_4568	0	0	0	0	0	2		reverse		Chordata	0.996672481
reverse_12S_4569	0	0	0	0	0	2		reverse		Chordata	0.99681343
reverse_12S_457	16	7	0	0	0	3		reverse		Chordata	0.99629728
reverse_12S_4570	0	0	0	0	0	2		reverse		Chordata	0.996590209
reverse_12S_4571	0	0	0	0	0	2		reverse		Chordata	0.996518472
reverse_12S_4572	0	0	0	0	0	2		reverse		Chordata	0.996959869
reverse_12S_4573	0	0	0	0	0	2		reverse		Chordata	0.996670387
reverse_12S_4574	0	0	0	0	0	2		reverse		Chordata	0.996728732
reverse_12S_4575	0	0	0	0	0	2		reverse		Chordata	0.996818973
reverse_12S_4576	0	0	0	0	0	2		reverse		Chordata	0.996633839
reverse_12S_4577	0	0	0	0	0	2		reverse		Chordata	0.99657191
reverse_12S_4578	0	0	0	0	0	2		reverse		Chordata	0.996704739
reverse_12S_4579	0	0	0	0	0	2		reverse		Chordata	0.996536699
reverse_12S_458	13	3	0	0	1	9		reverse		Chordata	0.996712446
reverse_12S_4580	0	0	0	0	0	2		reverse		Chordata	0.996424702
reverse_12S_4581	0	0	0	0	0	2		reverse		Chordata	0.996564456
reverse_12S_4582	0	0	0	0	0	2		reverse		Chordata	0.996442122
reverse_12S_4583	0	0	0	0	0	2		reverse		Chordata	0.997025583
reverse_12S_4584	0	0	0	0	0	2		reverse		Chordata	0.996923372
reverse_12S_4585	0	0	0	0	0	2		reverse		Chordata	0.996845779
reverse_12S_4586	0	0	0	0	0	2		reverse		Chordata	0.996802277
reverse_12S_4587	0	0	0	0	0	2		reverse		Chordata	0.996911643
reverse_12S_4588	0	0	0	0	0	2		reverse		Chordata	0.996748594
reverse_12S_4589	0	0	0	0	0	2		reverse		Chordata	0.99659188
reverse_12S_459	12	6	0	0	0	8		reverse		Chordata	0.996005886
reverse_12S_4590	0	0	0	0	0	2		reverse		Chordata	0.996551701
reverse_12S_4591	0	0	0	0	0	2		reverse		Chordata	0.996297217
reverse_12S_4592	0	0	0	0	0	2		reverse		Chordata	0.996291187
reverse_12S_4593	0	0	0	0	0	2		reverse		Chordata	0.996654689
reverse_12S_4594	0	0	0	0	0	2		reverse		Chordata	0.996594799
reverse_12S_4595	0	0	0	0	0	2		reverse		Chordata	0.99671337
reverse_12S_4596	0	0	0	0	0	2		reverse		Chordata	0.996546517
reverse_12S_4597	0	0	0	0	0	2		reverse		Chordata	0.996597225
reverse_12S_4598	0	0	0	0	0	2		reverse		Chordata	0.996473184
reverse_12S_4599	0	0	0	0	0	2		reverse		Chordata	0.996706818
reverse_12S_46	164	42	0	0	0	79		reverse		Chordata	0.996795563
reverse_12S_460	12	1	0	0	0	13		reverse		Chordata	0.996320422
reverse_12S_4600	0	0	0	0	0	2		reverse		Chordata	0.996549489
reverse_12S_4601	0	0	0	0	0	2		reverse		Chordata	0.996573601
reverse_12S_4602	0	0	0	0	0	2		reverse		Chordata	0.996795185
reverse_12S_4603	0	0	0	0	0	2		reverse		Chordata	0.996540935
reverse_12S_4604	0	0	0	0	0	2		reverse		Chordata	0.996500173
reverse_12S_4605	0	0	0	0	0	2		reverse		Chordata	0.996327669
reverse_12S_4606	0	0	0	0	0	2		reverse		Chordata	0.996778466
reverse_12S_4607	0	0	0	0	0	2		reverse		Chordata	0.996878365
reverse_12S_4608	0	0	0	0	0	2		reverse		Chordata	0.99662756
reverse_12S_4609	0	0	0	0	0	2		reverse		Chordata	0.996570209
reverse_12S_461	11	6	0	0	0	9		reverse		Chordata	0.99649899
reverse_12S_4610	0	0	0	0	0	2		reverse		Chordata	0.996611158
reverse_12S_4611	0	0	0	0	0	2		reverse		Chordata	0.996639626
reverse_12S_4612	0	0	0	0	0	2		reverse		Chordata	0.996655426
reverse_12S_4613	0	0	0	0	0	2		reverse		Chordata	0.996665983
reverse_12S_4614	0	0	0	0	0	2		reverse		Chordata	0.996605303
reverse_12S_4615	0	0	0	0	0	2		reverse		Chordata	0.996302972
reverse_12S_4616	0	0	0	0	0	2		reverse		Chordata	0.996950021
reverse_12S_4617	0	0	0	0	0	2		reverse		Chordata	0.99653692
reverse_12S_4618	0	0	0	0	0	2		reverse		Chordata	0.996481895
reverse_12S_4619	0	0	0	0	0	2		reverse		Chordata	0.996185526
reverse_12S_462	10	16	0	0	0	0		reverse		Chordata	0.996213294
reverse_12S_4620	0	0	0	0	0	2		reverse		Chordata	0.997144006
