	taxon	forward_Mi_sk	merged_Mi_sk	reverse_Mi_sk	unmerged_Mi_sk	forward_Mi_b2	merged_Mi_b2	reverse_Mi_b2	unmerged_Mi_b2
685	Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Asanoa	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
686	Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
687	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
688	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
689	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;Kribbella sp. enrichment culture clone VanCtr42	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
690	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
691	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola sp. W1.09-48	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
692	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. MSL 24	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
693	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. SS2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
694	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides sp. URHD0050	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
695	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
696	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0
697	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
698	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0
699	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp.	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
700	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. AB652	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
701	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sp. FSBRD4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
702	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces tacrolimicus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
703	Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces thermosacchari	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
704	Actinobacteria;Actinobacteria;Streptosporangiales	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
705	Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
706	Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;Euzebya	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
707	Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor;Nitriliruptor alkaliphilus	0.0	0.0	0.0	0.0	14.0	1.0	0.0	0.0
708	Actinobacteria;Rubrobacteria	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
709	Actinobacteria;Rubrobacteria;;;;bacterium Ellin301	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
710	Actinobacteria;Rubrobacteria;;;;bacterium Ellin5025	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
711	Actinobacteria;Rubrobacteria;;;;bacterium Ellin504	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0
712	Actinobacteria;Rubrobacteria;;;;bacterium Ellin5082	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
713	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
714	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter aplysinae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
715	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter spartanus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
716	Actinobacteria;Thermoleophilia	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
717	Actinobacteria;Thermoleophilia;Solirubrobacterales;;;Solirubrobacterales bacterium URHE0087	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
718	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter sp.	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
719	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
720	Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;Solirubrobacter sp. URHE0046	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
721	Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;Chthonomonas calidirosea	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
722	Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia lignicola	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
723	Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora modesta	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
724	Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia homoeocarpa	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
725	Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
726	Bacillariophyta	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
727	Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Bacillaria;Bacillaria paxillifer	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
728	Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia seriata	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
729	Bacillariophyta;Bacillariophyceae;Naviculales	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
730	Bacillariophyta;Bacillariophyceae;Naviculales;Diadesmidaceae;Luticola	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
731	Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Fistulifera;Fistulifera solaris	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
732	Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Haslea	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
733	Bacillariophyta;Coscinodiscophyceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
734	Bacillariophyta;Coscinodiscophyceae;Thalassiosirales	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
735	Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
736	Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Asterionellopsis;Asterionellopsis glacialis	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
737	Bacteroidetes;;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Longibacter;Longibacter salinarum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
738	Bacteroidetes;;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Rhodothermus;Rhodothermus marinus	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
739	Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Sunxiuqinia;Sunxiuqinia sp.	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
740	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Edaphobaculum;Edaphobaculum flavum	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
741	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Ferruginibacter	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
742	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. BS3-3-4	0.0	0.0	0.0	0.0	32.0	1.0	0.0	0.0
743	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. Gsoil 439	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0
744	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavisolibacter sp. MDT2-37	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
745	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter;Flavosolibacter sp. HU1-JC5	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
746	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
747	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Rurimicrobium;Rurimicrobium arvi	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0
748	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium sp. PYM5-6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
749	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter	0.0	0.0	0.0	0.0	22.0	1.0	0.0	0.0
750	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis	0.0	0.0	0.0	0.0	63.0	4.0	0.0	0.0
751	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp. CB 286475	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
752	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas sp. M1-33108	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
753	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;;Cytophagaceae bacterium GUDS1294	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
754	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga sp.	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
755	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga sp. BHI60-95B	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
756	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Larkinella	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
757	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;Ohtaekwangia koreensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
758	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhabdobacter;Rhabdobacter roseus	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
759	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhodocytophaga;Rhodocytophaga aerolata	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
760	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;Spirosoma aerophilum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
761	Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Sporocytophaga	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
762	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix;Flexithrix dorotheae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
763	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
764	Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Fulvivirga;Fulvivirga lutimaris	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
765	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
766	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter	0.0	0.0	0.0	0.0	16.0	3.0	0.0	0.0
767	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;Adhaeribacter aerophilus	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
768	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter cavernae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
769	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter koreensis	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
770	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;Hymenobacter sp. 29F	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
771	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter deserti	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
772	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter sp. AT03-04	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
773	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter sp. K2W	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
774	Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
775	Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
776	Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
777	Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola;Fluviicola sp. YS 1.2.4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
778	Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
779	Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;;Cryomorphaceae bacterium DG1579	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
780	Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
781	Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Vicingus;Vicingus serpentipes	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
782	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;;Flavobacteriaceae bacterium HG732	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
783	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;;Flavobacteriaceae bacterium L-1-11	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
784	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flaviramulus	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
785	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium caeni	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
786	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium qiangtangense	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
787	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. F31	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
788	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. R-38295	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
789	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. SCGC AAA298-K20	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
790	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium subsaxonicum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
791	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
792	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gramella;Gramella aquimixticola	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
793	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutimonas	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
794	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muriicola;Muriicola marianensis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
795	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Pricia;Pricia antarctica	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
796	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;Ulvibacter sp. MAR_2010_11	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
797	Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Zeaxanthinibacter;Zeaxanthinibacter aestuarii	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
798	Bacteroidetes;Saprospiria;Saprospirales;Saprospiraceae;Candidatus Aquirestis;Candidatus Aquirestis calciphila	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
799	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;;;Sphingobacteriales bacterium TP524	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
800	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;;Sphingobacteriaceae bacterium HP2I	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
801	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
802	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter galii	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
803	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;Solitalea koreensis	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
804	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
805	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-7	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
806	Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae;Candidatus Protochlamydia	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
807	Chloroflexi	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
808	Chloroflexi;;;;Kouleothrix;Kouleothrix aurantiaca	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
809	Chloroflexi;Anaerolineae	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0
810	Chloroflexi;Anaerolineae;;;;anaerobic bacterium MO-CFX2	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0
811	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture clone HB1_18	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
812	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture clone L35B_120	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
813	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;;Anaerolineaceae bacterium enrichment culture clone L35B_54	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
814	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Brevefilum;Brevefilum fermentans	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
815	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;Leptolinea tardivitalis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
816	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;Longilinea arvoryzae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
817	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea;Ornatilinea apprima	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
818	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermanaerothrix;Thermanaerothrix daxensis	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
819	Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;Thermomarinilinea lacunifontana	0.0	0.0	0.0	0.0	35.0	1.0	0.0	0.0
820	Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;Candidatus Promineofilum;Candidatus Promineofilum breve	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
821	Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;Caldilinea;Caldilinea aerophila	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
822	Chloroflexi;Chloroflexia;Chloroflexales	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
823	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
824	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;;Chloroflexaceae bacterium enrichment culture clone ENRICH_SalF	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
825	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;;halotolerant bacterium P4-I-0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
826	Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae;;sulfidic hot spring bacterium NPE	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
827	Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Oscillochloris	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0
828	Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Oscillochloris;Oscillochloris trichoides	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
829	Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon;Herpetosiphon gulosus	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
830	Chloroflexi;Chloroflexia;Kallotenuales;Kallotenuaceae;Kallotenue;Kallotenue papyrolyticum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
831	Chloroflexi;Dehalococcoidia;;;Dehalogenimonas	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
832	Chloroflexi;Ktedonobacteria	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
833	Chloroflexi;Ktedonobacteria;;;;bacterium SOSP1-142	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
834	Chloroflexi;Ktedonobacteria;;;;bacterium SOSP1-165	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
835	Chloroflexi;Ktedonobacteria;Ktedonobacterales	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
836	Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
837	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
838	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Nitrolancea;Nitrolancea hollandica	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0
839	Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
840	Chlorophyta;Chlorophyceae;Chlamydomonadales;Haematococcaceae;Haematococcus;Haematococcus lacustris	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
841	Chlorophyta;Trebouxiophyceae;;;Neocystis;Neocystis brevis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
842	Chlorophyta;Trebouxiophyceae;;;Planctonema;Planctonema lauterbornii	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
843	Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
844	Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella sp. CC-Bw-9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
845	Chlorophyta;Trebouxiophyceae;Microthamniales;;Elliptochloris;Elliptochloris bilobata	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0
846	Chlorophyta;Trebouxiophyceae;Microthamniales;;Stichococcus;Stichococcus bacillaris	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0
847	Cyanobacteria;;Chroococcales;Aphanothecaceae;Candidatus Atelocyanobacterium;Candidatus Atelocyanobacterium thalassa	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
848	Cyanobacteria;;Chroococcales;Microcystaceae;Microcystis;Microcystis sp. SAG 43.90	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
849	Cyanobacteria;;Oscillatoriales;Microcoleaceae;Microcoleus	0.0	0.0	0.0	0.0	17.0	1.0	0.0	0.0
850	Cyanobacteria;;Synechococcales;Leptolyngbyaceae;Trichocoleus;Trichocoleus badius	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
851	Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
